"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 18:38:52 GMT 2023","Thu Apr 06 18:38:52 GMT 2023","392","React HMR","Check remote app","","","","Check the button works",""
"failed","Thu Apr 06 18:42:30 GMT 2023","Thu Apr 06 18:42:32 GMT 2023","1816","Vite React Microfrontends","It checks names and symbols inside cards","","","","Checks star symbol visibility for host card",""
"passed","Thu Apr 06 18:37:31 GMT 2023","Thu Apr 06 18:37:31 GMT 2023","2","React 18 Code Splitting","Check App1","","","","Check App headers and buttons visability",""
"failed","Thu Apr 06 18:42:33 GMT 2023","Thu Apr 06 18:42:35 GMT 2023","1770","Vite React Microfrontends","It checks names and symbols inside cards","","","","Checks host card includes status",""
"passed","Thu Apr 06 18:30:20 GMT 2023","Thu Apr 06 18:30:20 GMT 2023","0","CSS isolation","Check App 1 colors","","","","Update background color of App 2 Inside App 1 if click on the ""Make Everything Yellow"" button",""
"passed","Thu Apr 06 18:46:06 GMT 2023","Thu Apr 06 18:46:06 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks that button is not disabled",""
"passed","Thu Apr 06 18:33:10 GMT 2023","Thu Apr 06 18:33:10 GMT 2023","411","Angular Universal SSR","It checks host app","","","","Checks value input is not disabled",""
"passed","Thu Apr 06 18:40:40 GMT 2023","Thu Apr 06 18:40:40 GMT 2023","467","Shared Context","Check App 2","","","","Check App 2 elements (header, subHeader, paragraph)",""
"passed","Thu Apr 06 18:33:09 GMT 2023","Thu Apr 06 18:33:10 GMT 2023","426","Angular Universal SSR","It checks host app","","","","Checks value input visibility",""
"passed","Thu Apr 06 18:42:45 GMT 2023","Thu Apr 06 18:42:46 GMT 2023","318","Redux Reducer Injection","Checks application","","","","Check that RemoteApp's name from the redux store :  text is visible",""
"passed","Thu Apr 06 18:44:35 GMT 2023","Thu Apr 06 18:44:36 GMT 2023","381","Vite Vue Microfrontends","It checks host app","","","","Checks both cards button is not disabled",""
"failed","Thu Apr 06 18:42:17 GMT 2023","Thu Apr 06 18:42:18 GMT 2023","1381","Vite React Microfrontends","It checks host app","","","","Checks both cards button shares same color",""
"passed","Thu Apr 06 18:44:38 GMT 2023","Thu Apr 06 18:44:38 GMT 2023","289","Vite Vue Microfrontends","It checks names and symbols inside cards","","","","Checks star symbol visibility for host card",""
"passed","Thu Apr 06 18:44:36 GMT 2023","Thu Apr 06 18:44:36 GMT 2023","305","Vite Vue Microfrontends","It checks host app","","","","Checks host app card color is set to blue",""
"passed","Thu Apr 06 18:46:06 GMT 2023","Thu Apr 06 18:46:06 GMT 2023","330","Vue 3 Demo","It checks layout app","","","","Checks vue app logo visibility",""
"passed","Thu Apr 06 18:44:38 GMT 2023","Thu Apr 06 18:44:39 GMT 2023","291","Vite Vue Microfrontends","It checks names and symbols inside cards","","","","Checks host card includes status",""
"passed","Thu Apr 06 18:46:06 GMT 2023","Thu Apr 06 18:46:06 GMT 2023","1","Vue 3 Demo","It checks app names & messages","","","","Checks component state message visibility",""
"passed","Thu Apr 06 18:35:47 GMT 2023","Thu Apr 06 18:35:47 GMT 2023","398","Angular 12 microfrontends","Check MDMF PROFILE","","","","Check MDMF PROFILE build and running (Check elements: Navigation, Header, Paragpaph)",""
"passed","Thu Apr 06 18:44:36 GMT 2023","Thu Apr 06 18:44:37 GMT 2023","294","Vite Vue Microfrontends","It checks host app","","","","Checks remote app card color is set to black",""
"passed","Thu Apr 06 18:38:51 GMT 2023","Thu Apr 06 18:38:52 GMT 2023","401","React HMR","Check remote app","","","","Check the content of the page exists",""
"passed","Thu Apr 06 18:42:31 GMT 2023","Thu Apr 06 18:42:31 GMT 2023","325","Shared Routes 2","Check Shared-routes App 2 starts and running","","","","Check App 2 UI and buttons Home, About",""
"passed","Thu Apr 06 18:30:20 GMT 2023","Thu Apr 06 18:30:20 GMT 2023","0","CSS isolation","Check App 1 colors","","","","Check App 1 color text",""
"passed","Thu Apr 06 18:44:36 GMT 2023","Thu Apr 06 18:44:36 GMT 2023","357","Vite Vue Microfrontends","It checks host app","","","","Checks both cards button shares same color",""
"passed","Thu Apr 06 18:33:18 GMT 2023","Thu Apr 06 18:33:19 GMT 2023","410","Angular Universal SSR","It checks host app","","","","Checks tab names visibility",""
"failed","Thu Apr 06 18:42:40 GMT 2023","Thu Apr 06 18:42:42 GMT 2023","2553","Vite React Microfrontends","It checks names and symbols inside cards","","","","Checks remote card includes status",""
"passed","Thu Apr 06 18:46:06 GMT 2023","Thu Apr 06 18:46:06 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks button text",""
"failed","Thu Apr 06 18:42:24 GMT 2023","Thu Apr 06 18:42:26 GMT 2023","1655","Vite React Microfrontends","It checks host app","","","","Checks that host card button text includes counter which changed after click & check value reverted after reload",""
"passed","Thu Apr 06 18:46:07 GMT 2023","Thu Apr 06 18:46:07 GMT 2023","344","Vue 3 Demo","It checks layout app","","","","Checks remote component includes remote header",""
"failed","Thu Apr 06 18:42:12 GMT 2023","Thu Apr 06 18:42:13 GMT 2023","1341","Vite React Microfrontends","It checks host app","","","","Checks both cards includes button",""
"passed","Thu Apr 06 18:40:40 GMT 2023","Thu Apr 06 18:40:40 GMT 2023","2","Shared Context","Check App 1","","","","Check App 1 elements (header, subHeader, paragraph)",""
"failed","Thu Apr 06 18:42:09 GMT 2023","Thu Apr 06 18:42:11 GMT 2023","1259","Vite React Microfrontends","It checks host app","","","","Checks that remote component card appears after loading",""
"passed","Thu Apr 06 18:43:02 GMT 2023","Thu Apr 06 18:43:02 GMT 2023","2","React NextJS -- React Host Remote","Check react-host-remote This is the container App hosted at localhost:8080 starts and running","","","","Check Host This is the container App hosted at localhost:8080 UI and Invoices, Expenses buttons",""
"passed","Thu Apr 06 18:38:51 GMT 2023","Thu Apr 06 18:38:51 GMT 2023","0","React HMR","Check host app","","","","Check the Heading navigation link works",""
