"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 11 19:44:54 GMT 2023","Sat Mar 11 19:44:54 GMT 2023","175","Server Side Render Only","Check Remote Server App","","","","Check Remote Server app build and running & check shared component visibility",""
"passed","Sat Mar 11 19:44:51 GMT 2023","Sat Mar 11 19:44:51 GMT 2023","0","Server Side Render Only","Check Host Server App","","","","Update Shared component file",""
"passed","Sat Mar 11 19:44:27 GMT 2023","Sat Mar 11 19:44:28 GMT 2023","634","Vite React Simple","It checks buttons & links on page","","","","Checks counter texted button visibility",""
"passed","Sat Mar 11 19:44:24 GMT 2023","Sat Mar 11 19:44:27 GMT 2023","3908","Vite React Simple","It checks buttons & links on page","","","","Checks Learn React link functionality",""
"passed","Sat Mar 11 19:44:51 GMT 2023","Sat Mar 11 19:44:51 GMT 2023","1","Server Side Render Only","Check Host Server App","","","","Check Shared component visibility in Host Server after updating & check it is not reverted after reload",""
"passed","Sat Mar 11 19:44:19 GMT 2023","Sat Mar 11 19:44:20 GMT 2023","1344","Vite React Simple","It checks elements colors/functionality","","","","Checks counter in counter-texted button changed after click and reverts after reload",""
"passed","Sat Mar 11 19:44:20 GMT 2023","Sat Mar 11 19:44:21 GMT 2023","750","Vite React Simple","It checks elements colors/functionality","","","","Checks counter in counter-texted button is not updated by click on webpack button",""
"passed","Sat Mar 11 19:44:16 GMT 2023","Sat Mar 11 19:44:16 GMT 2023","681","Vite React Simple","It checks elements visibility/functionality","","","","Checks edit message visibility",""
"passed","Sat Mar 11 19:44:22 GMT 2023","Sat Mar 11 19:44:23 GMT 2023","602","Vite React Simple","It checks buttons & links on page","","","","Checks webpack texted button color",""
"passed","Sat Mar 11 19:44:29 GMT 2023","Sat Mar 11 19:44:29 GMT 2023","782","Vite React Simple","It checks buttons & links on page","","","","Checks counter texted button is not disabled",""
"passed","Sat Mar 11 19:44:52 GMT 2023","Sat Mar 11 19:44:54 GMT 2023","1332","Server Side Render Only","Check Remote Server App","","","","Check Shared component visibility in Remote Server after updating & check it is not reverted after reload",""
"passed","Sat Mar 11 19:44:19 GMT 2023","Sat Mar 11 19:44:19 GMT 2023","541","Vite React Simple","It checks elements colors/functionality","","","","Checks header block color",""
"passed","Sat Mar 11 19:44:21 GMT 2023","Sat Mar 11 19:44:22 GMT 2023","621","Vite React Simple","It checks elements colors/functionality","","","","Checks color of links text",""
"passed","Sat Mar 11 19:44:51 GMT 2023","Sat Mar 11 19:44:52 GMT 2023","150","Server Side Render Only","Check Remote Server App","","","","Check Remote Server app build and running + check elemens exist",""
"passed","Sat Mar 11 19:44:17 GMT 2023","Sat Mar 11 19:44:18 GMT 2023","594","Vite React Simple","It checks elements colors/functionality","","","","Checks page background color",""
"passed","Sat Mar 11 19:44:13 GMT 2023","Sat Mar 11 19:44:14 GMT 2023","1710","Vite React Simple","It checks elements visibility/functionality","","","","Checks react logo visibility",""
"passed","Sat Mar 11 19:44:22 GMT 2023","Sat Mar 11 19:44:22 GMT 2023","539","Vite React Simple","It checks buttons & links on page","","","","Checks webpack texted button visibility",""
"passed","Sat Mar 11 19:44:52 GMT 2023","Sat Mar 11 19:44:52 GMT 2023","732","Server Side Render Only","Check Remote Server App","","","","Update Shared component file",""
"passed","Sat Mar 11 19:44:16 GMT 2023","Sat Mar 11 19:44:17 GMT 2023","703","Vite React Simple","It checks elements visibility/functionality","","","","Checks texted links visibility & checks links is not disabled",""
"passed","Sat Mar 11 19:44:28 GMT 2023","Sat Mar 11 19:44:29 GMT 2023","616","Vite React Simple","It checks buttons & links on page","","","","Checks counter texted button color",""
"passed","Sat Mar 11 19:44:51 GMT 2023","Sat Mar 11 19:44:51 GMT 2023","2","Server Side Render Only","Check Host Server App","","","","Check Host Server app build and running + check elemens exist",""
"passed","Sat Mar 11 19:44:15 GMT 2023","Sat Mar 11 19:44:16 GMT 2023","658","Vite React Simple","It checks elements visibility/functionality","","","","Checks header block with text visibility",""
"passed","Sat Mar 11 19:44:23 GMT 2023","Sat Mar 11 19:44:24 GMT 2023","547","Vite React Simple","It checks buttons & links on page","","","","Checks webpack texted button is not disabled",""
"passed","Sat Mar 11 19:44:18 GMT 2023","Sat Mar 11 19:44:19 GMT 2023","702","Vite React Simple","It checks elements colors/functionality","","","","Checks react logo is rotating",""
"passed","Sat Mar 11 19:44:29 GMT 2023","Sat Mar 11 19:44:34 GMT 2023","4773","Vite React Simple","It checks buttons & links on page","","","","Checks Vite Docs link functionality",""
"passed","Sat Mar 11 19:44:51 GMT 2023","Sat Mar 11 19:44:51 GMT 2023","0","Server Side Render Only","Check Host Server App","","","","Check Host Server app build and running & check shared component visibility",""
"passed","Sat Mar 11 19:44:14 GMT 2023","Sat Mar 11 19:44:15 GMT 2023","716","Vite React Simple","It checks elements visibility/functionality","","","","Checks intro message visibility",""
