"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 20 18:24:01 GMT 2023","Mon Mar 20 18:24:01 GMT 2023","406","Vite Vue Microfrontends","It checks host app","","","","Checks both cards includes button",""
"passed","Mon Mar 20 18:24:04 GMT 2023","Mon Mar 20 18:24:05 GMT 2023","362","Vite Vue Microfrontends","It checks names and symbols inside cards","","","","Checks host card includes status",""
"passed","Mon Mar 20 18:22:53 GMT 2023","Mon Mar 20 18:22:54 GMT 2023","694","Vite React Microfrontends","It checks names and symbols inside cards","","","","Checks remote card includes status",""
"passed","Mon Mar 20 18:25:52 GMT 2023","Mon Mar 20 18:25:52 GMT 2023","1","Vue 3 Demo","It checks app names & messages","","","","Checks button visibility",""
"passed","Mon Mar 20 18:16:20 GMT 2023","Mon Mar 20 18:16:21 GMT 2023","844","Angular Universal SSR","It checks components functionality","","","","Checks that Home component element text will be visible only if Home tab is active & text is not reverted after reload",""
"passed","Mon Mar 20 18:22:46 GMT 2023","Mon Mar 20 18:22:46 GMT 2023","806","Vite React Microfrontends","It checks host app","","","","Checks both cards button is not disabled",""
"passed","Mon Mar 20 18:16:07 GMT 2023","Mon Mar 20 18:16:07 GMT 2023","0","Angular Universal SSR","It checks client app","","","","Checks that both cities links can be clicked",""
"passed","Mon Mar 20 18:16:23 GMT 2023","Mon Mar 20 18:16:23 GMT 2023","671","Angular Universal SSR","It checks components functionality","","","","Checks link changes after click on Federation tab & check link is not reverted after reload",""
"passed","Mon Mar 20 18:20:31 GMT 2023","Mon Mar 20 18:20:31 GMT 2023","0","Native Federation React","It checks components header and console message","","","","Checks console message visibility in Remote component",""
"passed","Mon Mar 20 18:20:33 GMT 2023","Mon Mar 20 18:20:33 GMT 2023","704","Native Federation React","It checks host apps' component","","","","Checks remote component greeting visibility",""
"passed","Mon Mar 20 18:23:21 GMT 2023","Mon Mar 20 18:23:22 GMT 2023","300","Shared Routes 2","Check Shared-routes App 2 starts and running","","","","Check App 2 UI and buttons Home, About",""
"passed","Mon Mar 20 18:16:11 GMT 2023","Mon Mar 20 18:16:11 GMT 2023","280","Angular Universal SSR","It checks host app","","","","Checks basically added values names",""
"passed","Mon Mar 20 18:25:52 GMT 2023","Mon Mar 20 18:25:52 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks component state message style",""
"passed","Mon Mar 20 18:15:06 GMT 2023","Mon Mar 20 18:15:06 GMT 2023","2","NextJS React","Check host app","","","","Check buttons exist",""
"passed","Mon Mar 20 18:13:04 GMT 2023","Mon Mar 20 18:13:04 GMT 2023","1","React HMR","Check host app","","","","Check the Heading navigation link works",""
"passed","Mon Mar 20 18:22:48 GMT 2023","Mon Mar 20 18:22:48 GMT 2023","716","Vite React Microfrontends","It checks host app","","","","Checks remote app card color is set to black",""
"passed","Mon Mar 20 18:22:29 GMT 2023","Mon Mar 20 18:22:29 GMT 2023","443","Shared Context","Check App 2","","","","Check App 2 elements (header, subHeader, paragraph)",""
"passed","Mon Mar 20 18:25:52 GMT 2023","Mon Mar 20 18:25:52 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks apps name visibility",""
"passed","Mon Mar 20 18:16:14 GMT 2023","Mon Mar 20 18:16:14 GMT 2023","248","Angular Universal SSR","It checks host app","","","","Checks app home component element text",""
"passed","Mon Mar 20 18:20:38 GMT 2023","Mon Mar 20 18:20:38 GMT 2023","492","Native Federation React","It checks host apps' component","","","","Checks host button visibility",""
"passed","Mon Mar 20 18:20:31 GMT 2023","Mon Mar 20 18:20:32 GMT 2023","800","Native Federation React","It checks host apps' component","","","","Checks apps console loading module message",""
"passed","Mon Mar 20 18:25:56 GMT 2023","Mon Mar 20 18:25:56 GMT 2023","310","Vite Svelte Microfrontends","It checks names and symbols inside cards","","","","Checks star symbol visibility for host card",""
"passed","Mon Mar 20 18:16:13 GMT 2023","Mon Mar 20 18:16:14 GMT 2023","843","Angular Universal SSR","It checks host app","","","","Checks that newly added value disappears after reload",""
"passed","Mon Mar 20 18:22:48 GMT 2023","Mon Mar 20 18:22:50 GMT 2023","1226","Vite React Microfrontends","It checks host app","","","","Checks that host card button text includes counter which changed after click & check value reverted after reload",""
"passed","Mon Mar 20 18:25:52 GMT 2023","Mon Mar 20 18:25:52 GMT 2023","326","Vue 3 Demo","It checks layout app","","","","Checks page header with text visibility",""
"passed","Mon Mar 20 18:22:50 GMT 2023","Mon Mar 20 18:22:51 GMT 2023","1419","Vite React Microfrontends","It checks host app","","","","Checks that remote card button text includes counter which changed after click & check value reverted after reload",""
