"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 02 09:39:27 GMT 2023","Thu Mar 02 09:39:27 GMT 2023","0","Angular Universal SSR","It checks client app","","","","Checks that selection of city info can be reverted after reload",""
"passed","Thu Mar 02 09:39:30 GMT 2023","Thu Mar 02 09:39:30 GMT 2023","710","Angular Universal SSR","It checks host app","","","","Checks value input has no validation",""
"passed","Thu Mar 02 09:42:34 GMT 2023","Thu Mar 02 09:42:35 GMT 2023","1145","Angular 15 microfrontends lazy components","Check Apps functionality","","","","Check removing user from table (Remove form Profile)",""
"passed","Thu Mar 02 09:39:41 GMT 2023","Thu Mar 02 09:39:41 GMT 2023","613","Angular 12 microfrontends","Check MDMF PROFILE","","","","Check MDMF PROFILE build and running (Check elements: Navigation, Header, Paragpaph)",""
"passed","Thu Mar 02 09:42:35 GMT 2023","Thu Mar 02 09:42:37 GMT 2023","1431","Angular 15 microfrontends lazy components","Check Apps functionality","","","","Check removing user from table (Remove form Shell)",""
"passed","Thu Mar 02 10:01:42 GMT 2023","Thu Mar 02 10:01:43 GMT 2023","1252","Angular 11 microfrontends SCULLY","Check MDMF PROFILE App Page","","","","Check App is build and running",""
"passed","Thu Mar 02 10:01:51 GMT 2023","Thu Mar 02 10:01:51 GMT 2023","716","","Check Apps functionality","","","","Check fileds validation",""
"passed","Thu Mar 02 09:42:40 GMT 2023","Thu Mar 02 09:42:41 GMT 2023","848","Angular 15 microfrontends lazy components","Check Apps functionality","","","","Check fields validation",""
"passed","Thu Mar 02 09:38:17 GMT 2023","Thu Mar 02 09:38:18 GMT 2023","494","Angular 11 microfrontends NGXS","Check MDMF PROFILE App Page","","","","Check App is build and running",""
"passed","Thu Mar 02 10:01:49 GMT 2023","Thu Mar 02 10:01:51 GMT 2023","1743","","Check Apps functionality","","","","Check adding two users and delete one of them (Remove form Shell)",""
"passed","Thu Mar 02 09:39:27 GMT 2023","Thu Mar 02 09:39:27 GMT 2023","2","Angular Universal SSR","It checks client app","","","","Checks cities block visibility",""
"passed","Thu Mar 02 10:01:43 GMT 2023","Thu Mar 02 10:01:45 GMT 2023","1066","","Check Apps functionality","","","","Check added user visible on both Apps",""
"passed","Thu Mar 02 09:38:07 GMT 2023","Thu Mar 02 09:38:09 GMT 2023","2478","Angular 11 microfrontends NGXS","Check MDMF SHELL App Page","","","","Check App is build and running",""
"passed","Thu Mar 02 09:39:33 GMT 2023","Thu Mar 02 09:39:33 GMT 2023","743","Angular Universal SSR","It checks host app","","","","Checks that newly added value disappears after reload",""
"passed","Thu Mar 02 09:39:31 GMT 2023","Thu Mar 02 09:39:31 GMT 2023","258","Angular Universal SSR","It checks host app","","","","Checks basically added values names",""
"passed","Thu Mar 02 09:39:12 GMT 2023","Thu Mar 02 09:39:13 GMT 2023","980","Angular 14 React","Check Angular-React Application","","","","Add user to the table",""
"passed","Thu Mar 02 09:39:34 GMT 2023","Thu Mar 02 09:39:35 GMT 2023","437","Angular Universal SSR","It checks host app","","","","Checks cities block appears after click on federation tab",""
"passed","Thu Mar 02 09:39:32 GMT 2023","Thu Mar 02 09:39:32 GMT 2023","703","Angular Universal SSR","It checks host app","","","","Checks that after applying value status in input it can be added more then once",""
"passed","Thu Mar 02 09:39:27 GMT 2023","Thu Mar 02 09:39:28 GMT 2023","308","Angular Universal SSR","It checks host app","","","","Checks app root component header text",""
"passed","Thu Mar 02 09:39:28 GMT 2023","Thu Mar 02 09:39:28 GMT 2023","326","Angular Universal SSR","It checks host app","","","","Checks value input is not disabled",""
"passed","Thu Mar 02 09:39:27 GMT 2023","Thu Mar 02 09:39:27 GMT 2023","1","Angular Universal SSR","It checks client app","","","","Checks cities block header visibility",""
"passed","Thu Mar 02 09:39:30 GMT 2023","Thu Mar 02 09:39:31 GMT 2023","370","Angular Universal SSR","It checks host app","","","","Checks that by default added values quantity equal to 3",""
"passed","Thu Mar 02 09:39:13 GMT 2023","Thu Mar 02 09:39:14 GMT 2023","894","Angular 14 React","Check Angular-React Application","","","","Remove user from the table",""
"passed","Thu Mar 02 09:39:31 GMT 2023","Thu Mar 02 09:39:31 GMT 2023","599","Angular Universal SSR","It checks host app","","","","Checks add new value functionality",""
"passed","Thu Mar 02 09:39:32 GMT 2023","Thu Mar 02 09:39:33 GMT 2023","440","Angular Universal SSR","It checks host app","","","","Checks that empty input would not add new value to the list",""
"passed","Thu Mar 02 09:42:32 GMT 2023","Thu Mar 02 09:42:33 GMT 2023","861","Angular 15 microfrontends lazy components","Check MDMF PROFILE App Page","","","","Check App is build and running",""
"passed","Thu Mar 02 09:38:42 GMT 2023","Thu Mar 02 09:38:42 GMT 2023","542","Angular 11 microfrontends NGRX","Check MDMF PROFILE App Page","","","","Check App is build and running",""
"passed","Thu Mar 02 10:01:45 GMT 2023","Thu Mar 02 10:01:46 GMT 2023","1061","","Check Apps functionality","","","","Check removing user from table (Remove form Profile)",""
"passed","Thu Mar 02 09:39:11 GMT 2023","Thu Mar 02 09:39:12 GMT 2023","1517","Angular 14 React","Check Angular-React Application","","","","Check App build and running",""
"passed","Thu Mar 02 09:39:37 GMT 2023","Thu Mar 02 09:39:40 GMT 2023","2937","Angular Universal SSR","It checks host app","","","","Checks added cities block functionality are the same for root and client hosts",""
"passed","Thu Mar 02 09:39:35 GMT 2023","Thu Mar 02 09:39:37 GMT 2023","2089","Angular Universal SSR","It checks host app","","","","Checks that cities block which appears after click on federation tab is equal to one in client app",""
"passed","Thu Mar 02 09:39:40 GMT 2023","Thu Mar 02 09:39:41 GMT 2023","698","Angular Universal SSR","It checks components functionality","","","","Checks that Home component element text will be visible only if Home tab is active & text is not reverted after reload",""
"passed","Thu Mar 02 10:01:46 GMT 2023","Thu Mar 02 10:01:47 GMT 2023","1528","","Check Apps functionality","","","","Check removing user from table (Remove form Shell)",""
"passed","Thu Mar 02 09:39:27 GMT 2023","Thu Mar 02 09:39:27 GMT 2023","0","Angular Universal SSR","It checks client app","","","","Checks base cities names visibility",""
"passed","Thu Mar 02 10:01:58 GMT 2023","Thu Mar 02 10:02:58 GMT 2023","60735","","Check Product Application","","","","Check Product page",""
"passed","Thu Mar 02 09:39:43 GMT 2023","Thu Mar 02 09:39:43 GMT 2023","671","Angular Universal SSR","It checks components functionality","","","","Checks that Federation component element text will be visible only if Federation tab is active & text is not reverted after reload",""
"passed","Thu Mar 02 09:39:28 GMT 2023","Thu Mar 02 09:39:29 GMT 2023","274","Angular Universal SSR","It checks host app","","","","Checks value input button visibility",""
"passed","Thu Mar 02 09:39:28 GMT 2023","Thu Mar 02 09:39:28 GMT 2023","355","Angular Universal SSR","It checks host app","","","","Checks value input visibility",""
"passed","Thu Mar 02 09:39:33 GMT 2023","Thu Mar 02 09:39:34 GMT 2023","321","Angular Universal SSR","It checks host app","","","","Checks app home component element text",""
"passed","Thu Mar 02 09:39:27 GMT 2023","Thu Mar 02 09:39:27 GMT 2023","572","Angular Universal SSR","It checks host app","","","","Checks app root component visibility",""
"passed","Thu Mar 02 09:42:21 GMT 2023","Thu Mar 02 09:42:22 GMT 2023","1563","Angular 15 microfrontends lazy components","Check MDMF SHELL App Page","","","","Check App is build and running",""
"passed","Thu Mar 02 09:39:41 GMT 2023","Thu Mar 02 09:39:42 GMT 2023","835","Angular Universal SSR","It checks components functionality","","","","Checks that Angular component element text will be visible only if Angular tab is active & text is not reverted after reload",""
"passed","Thu Mar 02 09:39:29 GMT 2023","Thu Mar 02 09:39:29 GMT 2023","264","Angular Universal SSR","It checks host app","","","","Checks value input button text",""
"passed","Thu Mar 02 09:39:34 GMT 2023","Thu Mar 02 09:39:34 GMT 2023","397","Angular Universal SSR","It checks host app","","","","Checks tab names visibility",""
"passed","Thu Mar 02 10:01:47 GMT 2023","Thu Mar 02 10:01:49 GMT 2023","1690","","Check Apps functionality","","","","Check adding two users and delete one of them (Remove form Profile)",""
"passed","Thu Mar 02 09:39:42 GMT 2023","Thu Mar 02 09:39:43 GMT 2023","880","Angular Universal SSR","It checks components functionality","","","","Checks link changes after click on Angular tab & check link is not reverted after reload",""
"passed","Thu Mar 02 09:42:37 GMT 2023","Thu Mar 02 09:42:38 GMT 2023","1850","Angular 15 microfrontends lazy components","Check Apps functionality","","","","Check adding two users and delete one of them (Remove form Profile)",""
"passed","Thu Mar 02 09:42:33 GMT 2023","Thu Mar 02 09:42:34 GMT 2023","1211","Angular 15 microfrontends lazy components","Check Apps functionality","","","","Check added user visible on both Apps",""
"passed","Thu Mar 02 09:39:29 GMT 2023","Thu Mar 02 09:39:30 GMT 2023","302","Angular Universal SSR","It checks host app","","","","Checks value input button is not disabled",""
"passed","Thu Mar 02 09:39:29 GMT 2023","Thu Mar 02 09:39:29 GMT 2023","281","Angular Universal SSR","It checks host app","","","","Checks value input button color",""
"passed","Thu Mar 02 10:01:51 GMT 2023","Thu Mar 02 10:01:53 GMT 2023","1223","","Check Product Application","","","","Check App build and running",""
"passed","Thu Mar 02 09:39:39 GMT 2023","Thu Mar 02 09:39:41 GMT 2023","1554","Angular 12 microfrontends","Check MDMF SHELL","","","","Check MDMF SHELL build and running (Check elements: Navigation, Header, Paragpaph)",""
"unknown","Thu Mar 02 09:39:41 GMT 2023","Thu Mar 02 09:39:41 GMT 2023","7","Angular Universal SSR","It checks components functionality","","","","Checks link changes after click on Home tab & check link is not reverted after reload",""
