"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 30 04:51:28 GMT 2023","Mon Oct 30 04:51:30 GMT 2023","1554","NextJS SSR","Check links on Home page","","","","Check that GitHub text includes link, is not disabled",""
"passed","Mon Oct 30 04:31:28 GMT 2023","Mon Oct 30 04:31:28 GMT 2023","2","Different React Versions Isolated","Check App 1","","","","Check App 1 have Host Application - React Version 17.0.2 header",""
"passed","Mon Oct 30 04:52:35 GMT 2023","Mon Oct 30 04:52:36 GMT 2023","916","Vite React Microfrontends","It checks host app","","","","Checks host app card color is set to blue",""
"passed","Mon Oct 30 04:51:32 GMT 2023","Mon Oct 30 04:51:33 GMT 2023","1622","NextJS SSR","Check links on Home page","","","","Check that Next.js Learn → text includes link and is not disabled",""
"passed","Mon Oct 30 04:33:08 GMT 2023","Mon Oct 30 04:33:08 GMT 2023","403","Complete React case","Check App1","","","","Check App buttons",""
"passed","Mon Oct 30 04:52:31 GMT 2023","Mon Oct 30 04:52:33 GMT 2023","1128","Vite React Microfrontends","It checks host app","","","","Checks both cards includes button",""
"passed","Mon Oct 30 04:52:34 GMT 2023","Mon Oct 30 04:52:35 GMT 2023","1112","Vite React Microfrontends","It checks host app","","","","Checks both cards button shares same color",""
"passed","Mon Oct 30 04:32:37 GMT 2023","Mon Oct 30 04:32:37 GMT 2023","0","CSS isolation","Check App 1 colors","","","","Update background color of App 2 Inside App 1 if click on the ""Make Everything Yellow"" button",""
"passed","Mon Oct 30 04:49:12 GMT 2023","Mon Oct 30 04:49:12 GMT 2023","211","Nested","Check App 3","","","","Check button color",""
"passed","Mon Oct 30 04:49:12 GMT 2023","Mon Oct 30 04:49:12 GMT 2023","345","Nested","Check App 3","","","","Check button exists",""
"passed","Mon Oct 30 04:30:20 GMT 2023","Mon Oct 30 04:30:20 GMT 2023","313","Comprehencive Demo React 18","Check is Comprehensive Demo App5 working and have elements","","","","Check Application functionality (Alert message & close button exist)",""
"passed","Mon Oct 30 04:52:45 GMT 2023","Mon Oct 30 04:52:46 GMT 2023","1480","Vite React Microfrontends","It checks names and symbols inside cards","","","","Checks cloud symbol visibility for remote card",""
"passed","Mon Oct 30 04:40:24 GMT 2023","Mon Oct 30 04:40:24 GMT 2023","0","Dynamic System Host","Check App 1","","","","Check functionality in App 1",""
"passed","Mon Oct 30 04:31:28 GMT 2023","Mon Oct 30 04:31:29 GMT 2023","181","Different React Versions Isolated","Check App 2","","","","Check App 2 have App 2 subheader",""
"passed","Mon Oct 30 04:31:30 GMT 2023","Mon Oct 30 04:31:30 GMT 2023","234","Different React Versions Isolated","Check App 2","","","","Check React version 16.14.0 block",""
"passed","Mon Oct 30 04:51:35 GMT 2023","Mon Oct 30 04:51:39 GMT 2023","3724","NextJS SSR","Check links on Home page","","","","Check that Home navigation link works",""
"passed","Mon Oct 30 04:52:22 GMT 2023","Mon Oct 30 04:52:26 GMT 2023","4096","NextJS SSR","Check links on Checkout page","","","","Check that Checkout text navigation link works",""
"passed","Mon Oct 30 04:40:24 GMT 2023","Mon Oct 30 04:40:24 GMT 2023","2","Dynamic System Host","Check App 1","","","","Check App 1 built and running",""
"passed","Mon Oct 30 04:37:41 GMT 2023","Mon Oct 30 04:37:41 GMT 2023","579","Different React Versions","Check App2","","","","Check App build and running",""
"passed","Mon Oct 30 04:51:23 GMT 2023","Mon Oct 30 04:51:24 GMT 2023","1407","NextJS SSR","Check links on Home page","","","","Check that Shop text includes link, is not disabled",""
"passed","Mon Oct 30 04:31:54 GMT 2023","Mon Oct 30 04:31:55 GMT 2023","518","Angular 12 microfrontends","Check MDMF PROFILE","","","","Check MDMF PROFILE build and running (Check elements: Navigation, Header, Paragpaph)",""
"passed","Mon Oct 30 04:31:28 GMT 2023","Mon Oct 30 04:31:28 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check App 1 have App 1 subheader",""
"passed","Mon Oct 30 04:49:12 GMT 2023","Mon Oct 30 04:49:12 GMT 2023","1","Nested","Check App 1","","","","Check elements exist",""
"skipped","Mon Oct 30 04:51:55 GMT 2023","Mon Oct 30 04:51:55 GMT 2023","0","NextJS SSR","Check the header content of Shop page","","","","Check the main content of Shop page",""
"passed","Mon Oct 30 04:52:36 GMT 2023","Mon Oct 30 04:52:37 GMT 2023","1226","Vite React Microfrontends","It checks host app","","","","Checks remote app card color is set to black",""
"passed","Mon Oct 30 04:31:28 GMT 2023","Mon Oct 30 04:31:28 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check App 1 have App 2 Button button",""
"passed","Mon Oct 30 04:51:56 GMT 2023","Mon Oct 30 04:51:58 GMT 2023","1918","NextJS SSR","Check the content of Checkout page","","","","Check the header content of Checkout page",""
"passed","Mon Oct 30 04:52:04 GMT 2023","Mon Oct 30 04:52:05 GMT 2023","1603","NextJS SSR","Check links on Checkout page","","","","Check that Checkout text includes link and is not disabled",""
"passed","Mon Oct 30 04:40:24 GMT 2023","Mon Oct 30 04:40:24 GMT 2023","0","Dynamic System Host","Check App 2","","","","Check App 2 built and running",""
"passed","Mon Oct 30 04:52:46 GMT 2023","Mon Oct 30 04:52:48 GMT 2023","1092","Vite React Microfrontends","It checks names and symbols inside cards","","","","Checks remote card includes status",""
"passed","Mon Oct 30 04:51:33 GMT 2023","Mon Oct 30 04:51:35 GMT 2023","1690","NextJS SSR","Check links on Home page","","","","Check that Examples → text includes link and is not disabled",""
"passed","","","","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Mon Oct 30 04:52:07 GMT 2023","Mon Oct 30 04:52:09 GMT 2023","1512","NextJS SSR","Check links on Checkout page","","","","Check that GitHub text includes link and is not disabled",""
"passed","Mon Oct 30 04:40:25 GMT 2023","Mon Oct 30 04:40:25 GMT 2023","297","Dynamic System Host","Check App 3","","","","Check functionality in App 3",""
"passed","","","","CSS isolation","Check App 1","","","","Check App 1 built and running",""
"passed","Mon Oct 30 04:31:28 GMT 2023","Mon Oct 30 04:31:28 GMT 2023","381","Different React Versions Isolated","Check App 2","","","","Check App 2 have Remote Application - React Version 16.14.0 header",""
