"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 06 02:38:28 GMT 2023","Mon Nov 06 02:38:28 GMT 2023","0","Typescript Monorepo","It checks typescript-monorepo apps","","","","Check App 1 contains button",""
"passed","Mon Nov 06 02:38:28 GMT 2023","Mon Nov 06 02:38:28 GMT 2023","145","Typescript Monorepo","It checks typescript-monorepo apps","","","","Check that both apps shares T header",""
"passed","Mon Nov 06 02:38:55 GMT 2023","Mon Nov 06 02:38:55 GMT 2023","179","Typescript","It checks typescript apps","","","","Checks only App 1 includes App2 Large Button",""
"passed","Mon Nov 06 02:37:40 GMT 2023","Mon Nov 06 02:37:40 GMT 2023","118","Vue 3 Demo","It checks layout app","","","","Checks remote component includes remote header",""
"passed","","","","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Mon Nov 06 02:31:47 GMT 2023","Mon Nov 06 02:31:47 GMT 2023","0","Dynamic Remotes","Check App 1","","","","Check elements functionality in App 1",""
"passed","Mon Nov 06 02:30:35 GMT 2023","Mon Nov 06 02:30:35 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App2 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Mon Nov 06 02:31:29 GMT 2023","Mon Nov 06 02:31:30 GMT 2023","459","Dynamic Remotes Runtime Enviroment Variables","Check Remote app","","","","Check Remote app Widget functionality and application elements",""
"unknown","","","","UMD Federation","Check app1 and app2 starts and running + emenets exist on the page","","","","Check App1 elements",""
"passed","Mon Nov 06 02:32:59 GMT 2023","Mon Nov 06 02:32:59 GMT 2023","0","CSS isolation","Check App 2","","","","Check App 2 built and running",""
"passed","Mon Nov 06 02:30:35 GMT 2023","Mon Nov 06 02:30:36 GMT 2023","269","Comprehencive Demo React 18","Check is Comprehensive Demo App5 working and have elements","","","","Check Application functionality (Alert message & close button exist)",""
"passed","Mon Nov 06 02:38:06 GMT 2023","Mon Nov 06 02:38:06 GMT 2023","290","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Check Vue2 App header visibility",""
"passed","Mon Nov 06 02:32:59 GMT 2023","Mon Nov 06 02:32:59 GMT 2023","1","CSS isolation","Check App 1 colors","","","","Update background color of App 2 Inside App 1 if click on the ""Make Everything Yellow"" button",""
"passed","Mon Nov 06 02:32:59 GMT 2023","Mon Nov 06 02:32:59 GMT 2023","0","CSS isolation","Check App 1","","","","Check button in App 1 exist",""
"passed","Mon Nov 06 02:37:40 GMT 2023","Mon Nov 06 02:37:40 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks that button is not disabled",""
"passed","","","","UMD Federation","Check app1 and app2 starts and running + emenets exist on the page","","","","Check App URL",""
"passed","Mon Nov 06 02:38:36 GMT 2023","Mon Nov 06 02:38:36 GMT 2023","0","Vue 3 Demo Federation with Vite","It checks buttons with text visibility and position for both apps","","","","Checks that both buttons are in the same block",""
"passed","","","","Comprehencive Demo React 18","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Mon Nov 06 02:35:27 GMT 2023","Mon Nov 06 02:35:27 GMT 2023","222","Federated npm","Check App 3","","","","Check button text visibility",""
"passed","Mon Nov 06 02:29:48 GMT 2023","Mon Nov 06 02:29:49 GMT 2023","303","Dynamic Remotes SYnchronous imports","Check App 2","","","","Check App 2 elements exis on the page",""
"passed","Mon Nov 06 02:29:49 GMT 2023","Mon Nov 06 02:29:49 GMT 2023","161","Dynamic Remotes SYnchronous imports","Check App 2","","","","Check widgets in App 2",""
"passed","Mon Nov 06 02:30:35 GMT 2023","Mon Nov 06 02:30:35 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Main Tab Functionality",""
"passed","Mon Nov 06 02:38:07 GMT 2023","Mon Nov 06 02:38:07 GMT 2023","310","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Checks counter on Vue2 App changes after click and returns to default after reload",""
"passed","Mon Nov 06 02:29:48 GMT 2023","Mon Nov 06 02:29:48 GMT 2023","1","Dynamic Remotes SYnchronous imports","Check App 1","","","","Check widgets in App 1",""
"passed","Mon Nov 06 02:32:15 GMT 2023","Mon Nov 06 02:32:16 GMT 2023","316","Automatic Vendor Sharing","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Mon Nov 06 02:38:36 GMT 2023","Mon Nov 06 02:38:36 GMT 2023","0","Vue 3 Demo Federation with Vite","It checks vite side app","","","","Clicks on vite content button and checks that wrong alert greeting is not displayed",""
"passed","Mon Nov 06 02:38:28 GMT 2023","Mon Nov 06 02:38:28 GMT 2023","0","Typescript Monorepo","It checks typescript-monorepo apps","","","","Checks that button in App 1 is not disabled",""
"passed","Mon Nov 06 02:39:08 GMT 2023","Mon Nov 06 02:39:09 GMT 2023","196","UMD Federation","Check app1 and app2 starts and running + emenets exist on the page","","","","Check App URL",""
"passed","Mon Nov 06 02:38:54 GMT 2023","Mon Nov 06 02:38:54 GMT 2023","173","Typescript","It checks typescript apps","","","","Checks both apps shares App 2 Small Button",""
"passed","Mon Nov 06 02:38:07 GMT 2023","Mon Nov 06 02:38:07 GMT 2023","179","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Compares counter on Vue2 App with quantity of clicks",""
"passed","Mon Nov 06 02:38:54 GMT 2023","Mon Nov 06 02:38:54 GMT 2023","237","Typescript","It checks typescript apps","","","","Checks app name visibility",""
"passed","Mon Nov 06 02:38:36 GMT 2023","Mon Nov 06 02:38:37 GMT 2023","257","Vue 3 Demo Federation with Vite","It checks webpack side app","","","","Clicks on webpack content button and checks that wrong alert greeting is not displayed",""
"passed","Mon Nov 06 02:38:36 GMT 2023","Mon Nov 06 02:38:36 GMT 2023","0","Vue 3 Demo Federation with Vite","It checks vite side app","","","","Clicks on vite content button and checks correct alert greeting",""
"passed","Mon Nov 06 02:38:54 GMT 2023","Mon Nov 06 02:38:55 GMT 2023","219","Typescript","It checks typescript apps","","","","Checks App 2 Small Button is not disabled",""
"passed","Mon Nov 06 02:38:10 GMT 2023","Mon Nov 06 02:38:10 GMT 2023","188","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Check Vue3 App header visibility",""
"passed","Mon Nov 06 02:38:10 GMT 2023","Mon Nov 06 02:38:10 GMT 2023","139","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Check that both apps shares the button with same text",""
"skipped","Mon Nov 06 02:39:08 GMT 2023","Mon Nov 06 02:39:08 GMT 2023","153","UMD Federation","Check app1 and app2 starts and running + emenets exist on the page","","","","Check App1 elements",""
"passed","Mon Nov 06 02:38:11 GMT 2023","Mon Nov 06 02:38:11 GMT 2023","130","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Check that in Vue3 App app color of component info set to red",""
"passed","Mon Nov 06 02:38:10 GMT 2023","Mon Nov 06 02:38:10 GMT 2023","0","Nested","Check App 2","","","","Check colors",""
"passed","Mon Nov 06 02:32:43 GMT 2023","Mon Nov 06 02:32:44 GMT 2023","687","Complete React case","Check App1","","","","Check App build and running",""
"passed","","","","Federated npm","Check App 1","","","","Check header block with text visibility",""
"passed","Mon Nov 06 02:38:06 GMT 2023","Mon Nov 06 02:38:06 GMT 2023","86","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Checks component state visibility for Vue2 App",""
"passed","Mon Nov 06 02:37:40 GMT 2023","Mon Nov 06 02:37:40 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks component state message style",""
"passed","Mon Nov 06 02:31:47 GMT 2023","Mon Nov 06 02:31:48 GMT 2023","788","Dynamic Remotes","Check App 3","","","","Check App 3 elements exist on the page",""
"passed","Mon Nov 06 02:31:47 GMT 2023","Mon Nov 06 02:31:47 GMT 2023","0","Dynamic Remotes","Check App 2","","","","Check elements functionality in App 2",""
"passed","Mon Nov 06 02:37:40 GMT 2023","Mon Nov 06 02:37:40 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks button text",""
"passed","Mon Nov 06 02:38:11 GMT 2023","Mon Nov 06 02:38:13 GMT 2023","1338","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Checks that clicks counter is not shared between apps",""
"passed","Mon Nov 06 02:37:40 GMT 2023","Mon Nov 06 02:37:40 GMT 2023","143","Vue 3 Demo","It checks layout app","","","","Checks page header with text visibility",""
"passed","Mon Nov 06 02:37:40 GMT 2023","Mon Nov 06 02:37:40 GMT 2023","136","Vue 3 Demo","It checks layout app","","","","Checks remote component includes component state message",""
"passed","Mon Nov 06 02:38:11 GMT 2023","Mon Nov 06 02:38:11 GMT 2023","372","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Checks counter on Vue3 App changes after click and returns to default after reload",""
"passed","Mon Nov 06 02:30:35 GMT 2023","Mon Nov 06 02:30:35 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Dialog elements",""
"passed","Mon Nov 06 02:38:11 GMT 2023","Mon Nov 06 02:38:11 GMT 2023","137","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Checks that only 'vue3' app recognises button as remote component",""
"passed","Mon Nov 06 02:31:48 GMT 2023","Mon Nov 06 02:31:48 GMT 2023","567","Dynamic Remotes","Check App 3","","","","Check buttons in App 3 exist",""
"passed","Mon Nov 06 02:38:28 GMT 2023","Mon Nov 06 02:38:28 GMT 2023","2","Typescript Monorepo","It checks typescript-monorepo app","","","","Checks apps package json includes yarn workspaces",""
"passed","Mon Nov 06 02:37:40 GMT 2023","Mon Nov 06 02:37:41 GMT 2023","121","Vue 3 Demo","It checks layout app","","","","Checks remote component includes button with text",""
"passed","Mon Nov 06 02:31:47 GMT 2023","Mon Nov 06 02:31:47 GMT 2023","2","Dynamic Remotes","Check App 1","","","","Check App 1 elements exist on the page",""
"passed","Mon Nov 06 02:37:40 GMT 2023","Mon Nov 06 02:37:40 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks component state message visibility",""
"passed","Mon Nov 06 02:32:16 GMT 2023","Mon Nov 06 02:32:16 GMT 2023","262","Automatic Vendor Sharing","Check App 2","","","","Check button property in App 2",""
"passed","Mon Nov 06 02:31:29 GMT 2023","Mon Nov 06 02:31:29 GMT 2023","2","Dynamic Remotes Runtime Enviroment Variables","Check Host app","","","","Check Host app Widget functionality and application elements",""
"passed","Mon Nov 06 02:37:40 GMT 2023","Mon Nov 06 02:37:40 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks button visibility",""
"passed","Mon Nov 06 02:38:06 GMT 2023","Mon Nov 06 02:38:07 GMT 2023","125","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Check that in Vue2 App app color of component info set to red",""
"passed","Mon Nov 06 02:38:10 GMT 2023","Mon Nov 06 02:38:10 GMT 2023","120","Nested","Check App 3","","","","Check button color",""
"passed","Mon Nov 06 02:30:35 GMT 2023","Mon Nov 06 02:30:35 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check UI Library elements",""
"passed","Mon Nov 06 02:32:59 GMT 2023","Mon Nov 06 02:33:00 GMT 2023","272","CSS isolation","Check App 2 colors","","","","Check button in App 2 exist",""
