"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 13 13:34:40 GMT 2023","Mon Feb 13 13:34:42 GMT 2023","2514","Angular 11 microfrontends NGRX","Check MDMF SHELL App Page","","","","Check App is build and running",""
"passed","Mon Feb 13 13:49:59 GMT 2023","Mon Feb 13 13:49:59 GMT 2023","316","Vite Svelte Microfrontends","It checks names and symbols inside cards","","","","Checks remote card includes status",""
"passed","Mon Feb 13 13:50:10 GMT 2023","Mon Feb 13 13:50:14 GMT 2023","4413","Vite React Simple","It checks buttons & links on page","","","","Checks Learn React link functionality",""
"passed","Mon Feb 13 13:46:49 GMT 2023","Mon Feb 13 13:46:50 GMT 2023","130","Startup Code","It checks startup-code apps","","","","Checks that both apps shares button with same text",""
"passed","Mon Feb 13 13:45:16 GMT 2023","Mon Feb 13 13:45:16 GMT 2023","6","NextJS SSR","Check content in Shop app","","","","Check the main content of Home page",""
"passed","Mon Feb 13 13:52:01 GMT 2023","Mon Feb 13 13:52:01 GMT 2023","291","Vue 3 Demo Federation with Vite","It checks webpack side app","","","","Checks that Webpack button stands as the first in the group",""
"passed","Mon Feb 13 13:34:24 GMT 2023","Mon Feb 13 13:34:24 GMT 2023","0","Different React Versions","Check App1","","","","Check that filled text appear in header",""
"passed","Mon Feb 13 13:43:25 GMT 2023","Mon Feb 13 13:43:26 GMT 2023","672","React in Vue","Check React in Vue Apps","","","","Check app build and running & Check apps elements exist",""
"passed","Mon Feb 13 13:49:10 GMT 2023","Mon Feb 13 13:49:10 GMT 2023","0","Typescript Project Reference","It checks typescript-project-references apps","","","","Check App 1 contains button",""
"passed","Mon Feb 13 13:36:16 GMT 2023","Mon Feb 13 13:36:16 GMT 2023","2","Angular Universal SSR","It checks client app","","","","Checks cities block visibility",""
"passed","Mon Feb 13 13:43:35 GMT 2023","Mon Feb 13 13:43:36 GMT 2023","278","Redux Reducer Injection","Checks application","","","","Check that RemoteApp text is visible",""
"passed","Mon Feb 13 13:36:17 GMT 2023","Mon Feb 13 13:36:17 GMT 2023","211","Angular Universal SSR","It checks host app","","","","Checks value input button visibility",""
"passed","Mon Feb 13 13:43:11 GMT 2023","Mon Feb 13 13:43:12 GMT 2023","396","NextJS React","Check remote app","","","","Check button color",""
"passed","Mon Feb 13 13:44:18 GMT 2023","Mon Feb 13 13:44:18 GMT 2023","3","","It checks elements visibility","","","","Checks Welcome message visibility",""
"passed","Mon Feb 13 13:40:22 GMT 2023","Mon Feb 13 13:40:22 GMT 2023","2","Native Federation React","It checks components header and console message","","","","Checks Host page header visibility",""
"passed","Mon Feb 13 13:50:08 GMT 2023","Mon Feb 13 13:50:08 GMT 2023","504","Vite React Simple","It checks elements colors/functionality","","","","Checks counter in counter-texted button is not updated by click on webpack button",""
"passed","Mon Feb 13 13:36:22 GMT 2023","Mon Feb 13 13:36:22 GMT 2023","218","Angular Universal SSR","It checks host app","","","","Checks that tabs quantity equal to 3",""
"passed","Mon Feb 13 13:39:50 GMT 2023","Mon Feb 13 13:39:51 GMT 2023","436","Federated npm","Check App 3","","","","Check button text visibility",""
"passed","Mon Feb 13 13:52:07 GMT 2023","Mon Feb 13 13:52:07 GMT 2023","1","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Check that in Vue2 App button is active",""
"passed","Mon Feb 13 13:49:05 GMT 2023","Mon Feb 13 13:49:09 GMT 2023","3546","Version Descrepancy","It checks right app opened at the right port","","","","Checks each app opened in right port",""
"passed","Mon Feb 13 13:47:40 GMT 2023","Mon Feb 13 13:47:41 GMT 2023","1408","Typescript Monorepo","It checks typescript-monorepo apps","","","","Checks that apps names is not equal",""
"passed","Mon Feb 13 13:36:16 GMT 2023","Mon Feb 13 13:36:16 GMT 2023","1","Angular Universal SSR","It checks client app","","","","Checks that both cities links can be clicked",""
"passed","Mon Feb 13 13:50:33 GMT 2023","Mon Feb 13 13:50:33 GMT 2023","316","Vite Vue Microfrontends","It checks names and symbols inside cards","","","","Checks host card includes status",""
"passed","Mon Feb 13 13:37:33 GMT 2023","Mon Feb 13 13:37:33 GMT 2023","448","Delegate Modules","Check App 2","","","","Check header block with text visibility",""
"passed","Mon Feb 13 13:43:00 GMT 2023","Mon Feb 13 13:43:01 GMT 2023","954","React Nested Routers","React Nested Routers","Host app","","","should allow to navigate between pages and mount/unmount remotes",""
"passed","Mon Feb 13 13:34:43 GMT 2023","Mon Feb 13 13:34:44 GMT 2023","458","CRA","Check Remote","","","","Check Remote elements exist on the page",""
"passed","Mon Feb 13 13:47:40 GMT 2023","Mon Feb 13 13:47:40 GMT 2023","223","Typescript Monorepo","It checks typescript-monorepo apps","","","","Checks that both apps shares button with same text",""
"passed","Mon Feb 13 13:40:27 GMT 2023","Mon Feb 13 13:40:28 GMT 2023","484","Native Federation React","It checks host apps' component","","","","Checks remote button visibility",""
"passed","Mon Feb 13 13:36:49 GMT 2023","Mon Feb 13 13:36:49 GMT 2023","0","Dynamic Remotes","Check App 2","","","","Check App 2 elements exist on the page",""
"passed","Mon Feb 13 13:36:28 GMT 2023","Mon Feb 13 13:36:28 GMT 2023","419","Angular Universal SSR","It checks components functionality","","","","Checks that Federation component element text will be visible only if Federation tab is active & text is not reverted after reload",""
"passed","Mon Feb 13 13:43:30 GMT 2023","Mon Feb 13 13:43:30 GMT 2023","2","React NextJS -- React Host Remote","Check react-host-remote This is the container App hosted at localhost:8080 starts and running","","","","Check Host This is the container App hosted at localhost:8080 UI and Invoices, Expenses buttons",""
"passed","Mon Feb 13 13:36:17 GMT 2023","Mon Feb 13 13:36:17 GMT 2023","237","Angular Universal SSR","It checks host app","","","","Checks value input is not disabled",""
"passed","Mon Feb 13 13:36:55 GMT 2023","Mon Feb 13 13:36:56 GMT 2023","1150","","Check Apps functionality","","","","Check removing user from table (Remove form Shell)",""
"passed","Mon Feb 13 13:36:26 GMT 2023","Mon Feb 13 13:36:27 GMT 2023","492","Angular Universal SSR","It checks components functionality","","","","Checks that Home component element text will be visible only if Home tab is active & text is not reverted after reload",""
"passed","Mon Feb 13 13:37:33 GMT 2023","Mon Feb 13 13:37:33 GMT 2023","1","Delegate Modules","Check App 1","","","","Check button text visibility",""
"passed","Mon Feb 13 13:36:18 GMT 2023","Mon Feb 13 13:36:19 GMT 2023","642","Angular Universal SSR","It checks host app","","","","Checks value input has no validation",""
"passed","Mon Feb 13 13:50:31 GMT 2023","Mon Feb 13 13:50:32 GMT 2023","755","Vite Vue Microfrontends","It checks host app","","","","Checks that remote card button text includes counter which changed after click & check value reverted after reload",""
"passed","Mon Feb 13 13:45:23 GMT 2023","Mon Feb 13 13:45:23 GMT 2023","2","Shared Context","Check App 1","","","","Check App 1 elements (header, subHeader, paragraph)",""
"passed","Mon Feb 13 13:36:17 GMT 2023","Mon Feb 13 13:36:18 GMT 2023","252","Angular Universal SSR","It checks host app","","","","Checks value input button text",""
"passed","Mon Feb 13 13:36:19 GMT 2023","Mon Feb 13 13:36:20 GMT 2023","520","Angular Universal SSR","It checks host app","","","","Checks add new value functionality",""
"passed","Mon Feb 13 13:50:30 GMT 2023","Mon Feb 13 13:50:30 GMT 2023","289","Vite Vue Microfrontends","It checks host app","","","","Checks host app card color is set to blue",""
"passed","Mon Feb 13 13:50:05 GMT 2023","Mon Feb 13 13:50:05 GMT 2023","522","Vite React Simple","It checks elements visibility/functionality","","","","Checks texted links visibility & checks links is not disabled",""
"passed","Mon Feb 13 13:36:49 GMT 2023","Mon Feb 13 13:36:50 GMT 2023","892","Dynamic Remotes","Check App 3","","","","Check App 3 elements exist on the page",""
"passed","Mon Feb 13 13:34:05 GMT 2023","Mon Feb 13 13:34:05 GMT 2023","204","CSS isolation","Check App 2 colors","","","","Check button in App 2 exist",""
"passed","Mon Feb 13 13:44:18 GMT 2023","Mon Feb 13 13:44:18 GMT 2023","0","","It checks host page","","","","Checks texted links cards quantity",""
"passed","Mon Feb 13 13:36:20 GMT 2023","Mon Feb 13 13:36:21 GMT 2023","353","Angular Universal SSR","It checks host app","","","","Checks that empty input would not add new value to the list",""
"passed","Mon Feb 13 13:52:09 GMT 2023","Mon Feb 13 13:52:09 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks that button is not disabled",""
"passed","Mon Feb 13 13:46:19 GMT 2023","Mon Feb 13 13:46:22 GMT 2023","3118","NextJS SSR","Check links on Shop page","","","","Check that Checkout text includes link and is not disabled",""
"passed","Mon Feb 13 13:36:22 GMT 2023","Mon Feb 13 13:36:22 GMT 2023","220","Angular Universal SSR","It checks host app","","","","Checks app home component element text",""
"passed","Mon Feb 13 13:36:14 GMT 2023","Mon Feb 13 13:36:15 GMT 2023","1060","Angular 15 microfrontends lazy components","Check MDMF SHELL App Page","","","","Check App is build and running",""
