"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 21 22:27:37 GMT 2023","Tue Mar 21 22:27:37 GMT 2023","1","Angular Universal SSR","It checks client app","","","","Checks that selection of city info can be reverted after reload",""
"passed","Tue Mar 21 22:27:45 GMT 2023","Tue Mar 21 22:27:46 GMT 2023","432","Angular Universal SSR","It checks host app","","","","Checks cities block appears after click on federation tab",""
"passed","Tue Mar 21 22:27:37 GMT 2023","Tue Mar 21 22:27:37 GMT 2023","0","Angular Universal SSR","It checks client app","","","","Checks base cities names visibility",""
"passed","Tue Mar 21 22:27:46 GMT 2023","Tue Mar 21 22:27:47 GMT 2023","1773","Angular Universal SSR","It checks host app","","","","Checks that cities block which appears after click on federation tab is equal to one in client app",""
"passed","Tue Mar 21 22:27:44 GMT 2023","Tue Mar 21 22:27:44 GMT 2023","331","Angular Universal SSR","It checks host app","","","","Checks app home component element text",""
"passed","Tue Mar 21 22:27:53 GMT 2023","Tue Mar 21 22:27:53 GMT 2023","657","Angular Universal SSR","It checks components functionality","","","","Checks that Federation component element text will be visible only if Federation tab is active & text is not reverted after reload",""
"passed","Tue Mar 21 22:27:39 GMT 2023","Tue Mar 21 22:27:40 GMT 2023","307","Angular Universal SSR","It checks host app","","","","Checks value input button text",""
"passed","Tue Mar 21 22:27:47 GMT 2023","Tue Mar 21 22:27:50 GMT 2023","2784","Angular Universal SSR","It checks host app","","","","Checks added cities block functionality are the same for root and client hosts",""
"passed","Tue Mar 21 22:27:51 GMT 2023","Tue Mar 21 22:27:52 GMT 2023","690","Angular Universal SSR","It checks components functionality","","","","Checks that Angular component element text will be visible only if Angular tab is active & text is not reverted after reload",""
"passed","Tue Mar 21 22:25:33 GMT 2023","Tue Mar 21 22:25:35 GMT 2023","1684","Angular 14 React","Check Angular-React Application","","","","Check App build and running",""
"passed","Tue Mar 21 22:25:35 GMT 2023","Tue Mar 21 22:25:36 GMT 2023","1115","Angular 14 React","Check Angular-React Application","","","","Add user to the table",""
"passed","Tue Mar 21 22:27:52 GMT 2023","Tue Mar 21 22:27:52 GMT 2023","657","Angular Universal SSR","It checks components functionality","","","","Checks link changes after click on Angular tab & check link is not reverted after reload",""
"passed","Tue Mar 21 22:27:45 GMT 2023","Tue Mar 21 22:27:45 GMT 2023","384","Angular Universal SSR","It checks host app","","","","Checks tab names visibility",""
"passed","Tue Mar 21 22:27:44 GMT 2023","Tue Mar 21 22:27:45 GMT 2023","458","Angular Universal SSR","It checks host app","","","","Checks that tabs quantity equal to 3",""
"passed","Tue Mar 21 22:27:37 GMT 2023","Tue Mar 21 22:27:38 GMT 2023","617","Angular Universal SSR","It checks host app","","","","Checks app root component visibility",""
"passed","Tue Mar 21 22:27:40 GMT 2023","Tue Mar 21 22:27:40 GMT 2023","242","Angular Universal SSR","It checks host app","","","","Checks value input button is not disabled",""
"passed","Tue Mar 21 22:27:38 GMT 2023","Tue Mar 21 22:27:38 GMT 2023","339","Angular Universal SSR","It checks host app","","","","Checks app root component header text",""
"passed","Tue Mar 21 22:25:37 GMT 2023","Tue Mar 21 22:25:37 GMT 2023","591","Angular 14 React","Check Angular-React Application","","","","Check fields validation",""
"passed","Tue Mar 21 22:27:40 GMT 2023","Tue Mar 21 22:27:41 GMT 2023","707","Angular Universal SSR","It checks host app","","","","Checks value input has no validation",""
"passed","Tue Mar 21 22:27:50 GMT 2023","Tue Mar 21 22:27:51 GMT 2023","705","Angular Universal SSR","It checks components functionality","","","","Checks that Home component element text will be visible only if Home tab is active & text is not reverted after reload",""
"passed","Tue Mar 21 22:27:37 GMT 2023","Tue Mar 21 22:27:37 GMT 2023","0","Angular Universal SSR","It checks client app","","","","Clicks on city by name and checks description with text appear",""
"passed","Tue Mar 21 22:26:19 GMT 2023","Tue Mar 21 22:26:20 GMT 2023","1465","Angular 12 microfrontends","Check MDMF SHELL","","","","Check MDMF SHELL build and running (Check elements: Navigation, Header, Paragpaph)",""
"passed","Tue Mar 21 22:27:43 GMT 2023","Tue Mar 21 22:27:44 GMT 2023","943","Angular Universal SSR","It checks host app","","","","Checks that newly added value disappears after reload",""
"passed","Tue Mar 21 22:27:42 GMT 2023","Tue Mar 21 22:27:43 GMT 2023","645","Angular Universal SSR","It checks host app","","","","Checks that after applying value status in input it can be added more then once",""
"passed","Tue Mar 21 22:27:37 GMT 2023","Tue Mar 21 22:27:37 GMT 2023","0","Angular Universal SSR","It checks client app","","","","Checks cities block header visibility",""
"passed","Tue Mar 21 22:27:41 GMT 2023","Tue Mar 21 22:27:42 GMT 2023","559","Angular Universal SSR","It checks host app","","","","Checks add new value functionality",""
"passed","Tue Mar 21 22:27:39 GMT 2023","Tue Mar 21 22:27:39 GMT 2023","274","Angular Universal SSR","It checks host app","","","","Checks value input is not disabled",""
"passed","Tue Mar 21 22:27:41 GMT 2023","Tue Mar 21 22:27:41 GMT 2023","269","Angular Universal SSR","It checks host app","","","","Checks that by default added values quantity equal to 3",""
"passed","Tue Mar 21 22:27:39 GMT 2023","Tue Mar 21 22:27:39 GMT 2023","273","Angular Universal SSR","It checks host app","","","","Checks value input button visibility",""
"passed","Tue Mar 21 22:27:38 GMT 2023","Tue Mar 21 22:27:39 GMT 2023","329","Angular Universal SSR","It checks host app","","","","Checks value input visibility",""
"passed","Tue Mar 21 22:25:36 GMT 2023","Tue Mar 21 22:25:37 GMT 2023","901","Angular 14 React","Check Angular-React Application","","","","Remove user from the table",""
"passed","Tue Mar 21 22:26:20 GMT 2023","Tue Mar 21 22:26:21 GMT 2023","458","Angular 12 microfrontends","Check MDMF PROFILE","","","","Check MDMF PROFILE build and running (Check elements: Navigation, Header, Paragpaph)",""
"passed","Tue Mar 21 22:27:40 GMT 2023","Tue Mar 21 22:27:40 GMT 2023","301","Angular Universal SSR","It checks host app","","","","Checks value input button color",""
"passed","Tue Mar 21 22:27:53 GMT 2023","Tue Mar 21 22:27:54 GMT 2023","703","Angular Universal SSR","It checks components functionality","","","","Checks link changes after click on Federation tab & check link is not reverted after reload",""
"passed","Tue Mar 21 22:27:41 GMT 2023","Tue Mar 21 22:27:41 GMT 2023","269","Angular Universal SSR","It checks host app","","","","Checks basically added values names",""
"passed","Tue Mar 21 22:27:37 GMT 2023","Tue Mar 21 22:27:37 GMT 2023","4","Angular Universal SSR","It checks client app","","","","Checks cities block visibility",""
"skipped","Tue Mar 21 22:27:51 GMT 2023","Tue Mar 21 22:27:51 GMT 2023","74","Angular Universal SSR","It checks components functionality","","","","Checks link changes after click on Home tab & check link is not reverted after reload",""
"passed","Tue Mar 21 22:27:37 GMT 2023","Tue Mar 21 22:27:37 GMT 2023","0","Angular Universal SSR","It checks client app","","","","Checks that both cities links can be clicked",""
"passed","Tue Mar 21 22:27:43 GMT 2023","Tue Mar 21 22:27:43 GMT 2023","442","Angular Universal SSR","It checks host app","","","","Checks that empty input would not add new value to the list",""
