"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 06:08:55 GMT 2023","Tue Apr 18 06:08:56 GMT 2023","595","Vite React Simple","It checks elements colors/functionality","","","","Checks page background color",""
"passed","Tue Apr 18 06:05:01 GMT 2023","Tue Apr 18 06:05:01 GMT 2023","0","Vue 3 Demo","It checks app names & messages","","","","Checks button text",""
"passed","Tue Apr 18 06:05:01 GMT 2023","Tue Apr 18 06:05:01 GMT 2023","1","Vue 3 Demo","It checks app names & messages","","","","Checks button visibility",""
"passed","Tue Apr 18 05:46:10 GMT 2023","Tue Apr 18 05:46:10 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Apr 18 06:05:44 GMT 2023","Tue Apr 18 06:05:44 GMT 2023","0","Typescript Monorepo","It checks typescript-monorepo apps","","","","Check App 1 app name visibility",""
"skipped","Tue Apr 18 05:56:40 GMT 2023","Tue Apr 18 05:56:40 GMT 2023","165","React in Vue","Check React in Vue Apps","","","","Check change button name",""
"passed","Tue Apr 18 06:10:08 GMT 2023","Tue Apr 18 06:10:08 GMT 2023","0","Vue 3 Demo Federation with Vite","It checks buttons with text visibility and position for both apps","","","","Checks that both buttons are in the same block",""
"passed","Tue Apr 18 05:46:10 GMT 2023","Tue Apr 18 05:46:11 GMT 2023","304","Comprehemsive Demo React 16","Check is Comprehensive Demo App5 working and have elements","","","","Check Application functionality (Alert message & close button exist)",""
"passed","Tue Apr 18 05:54:22 GMT 2023","Tue Apr 18 05:54:22 GMT 2023","274","Federated npm","Check App 3","","","","Check button text visibility",""
"passed","Tue Apr 18 06:05:45 GMT 2023","Tue Apr 18 06:05:45 GMT 2023","234","Typescript Monorepo","It checks typescript-monorepo apps","","","","Checks that both apps shares button with same text",""
"passed","Tue Apr 18 05:54:58 GMT 2023","Tue Apr 18 05:54:58 GMT 2023","0","Dynamic System Host","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Tue Apr 18 06:09:00 GMT 2023","Tue Apr 18 06:09:01 GMT 2023","453","Vite React Simple","It checks buttons & links on page","","","","Checks webpack texted button is not disabled",""
"passed","Tue Apr 18 05:55:30 GMT 2023","Tue Apr 18 05:55:30 GMT 2023","3","Dynamic Remotes SYnchronous imports","Check App 1","","","","Check App 1 elements exis on the page",""
"passed","Tue Apr 18 06:10:08 GMT 2023","Tue Apr 18 06:10:09 GMT 2023","315","Vue 3 Demo Federation with Vite","It checks webpack side app","","","","Checks that Webpack button stands as the first in the group",""
"passed","Tue Apr 18 05:55:30 GMT 2023","Tue Apr 18 05:55:31 GMT 2023","407","Dynamic Remotes SYnchronous imports","Check App 2","","","","Check widgets in App 2",""
"passed","Tue Apr 18 06:05:01 GMT 2023","Tue Apr 18 06:05:01 GMT 2023","277","Vue 3 Demo","It checks layout app","","","","Checks layout app includes remote component",""
"skipped","Tue Apr 18 05:56:40 GMT 2023","Tue Apr 18 05:56:41 GMT 2023","179","React in Vue","Check React in Vue Apps","","","","Check counter value after cliking on button",""
"passed","Tue Apr 18 05:53:52 GMT 2023","Tue Apr 18 05:53:53 GMT 2023","283","Different React Versions Isolated","Check App 2","","","","Check React version 16.14.0 block",""
"passed","Tue Apr 18 06:04:45 GMT 2023","Tue Apr 18 06:04:45 GMT 2023","0","Version Descrepancy","It checks apps with dependency versions discrepancy","","","","Checks that both apps shares lodash remote component",""
"passed","Tue Apr 18 06:08:59 GMT 2023","Tue Apr 18 06:08:59 GMT 2023","474","Vite React Simple","It checks elements colors/functionality","","","","Checks color of links text",""
"passed","Tue Apr 18 06:08:56 GMT 2023","Tue Apr 18 06:08:56 GMT 2023","662","Vite React Simple","It checks elements colors/functionality","","","","Checks react logo is rotating",""
"passed","Tue Apr 18 05:46:10 GMT 2023","Tue Apr 18 05:46:10 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Svelte Page elements",""
"passed","Tue Apr 18 06:00:03 GMT 2023","Tue Apr 18 06:00:03 GMT 2023","402","Shared Context","Check App 2","","","","Check App 2 elements (header, subHeader, paragraph)",""
"passed","Tue Apr 18 05:51:59 GMT 2023","Tue Apr 18 05:52:00 GMT 2023","459","Dynamic Remotes","Check App 3","","","","Check buttons in App 3 exist",""
"passed","Tue Apr 18 05:41:55 GMT 2023","Tue Apr 18 05:41:55 GMT 2023","2","Basic Host remote","Check App 1","","","","Check App 1 built and running",""
"passed","Tue Apr 18 06:08:58 GMT 2023","Tue Apr 18 06:08:59 GMT 2023","349","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Compares counter on Vue3 App with quantity of clicks",""
"passed","Tue Apr 18 06:04:45 GMT 2023","Tue Apr 18 06:04:45 GMT 2023","1","Version Descrepancy","It checks apps with dependency versions discrepancy","","","","Checks lodash.nth not available message shows depending on Lodash version",""
"passed","Tue Apr 18 05:51:59 GMT 2023","Tue Apr 18 05:51:59 GMT 2023","681","Dynamic Remotes","Check App 3","","","","Check App 3 elements exist on the page",""
"passed","Tue Apr 18 05:54:21 GMT 2023","Tue Apr 18 05:54:21 GMT 2023","0","Federated npm","Check App 2","","","","Check button text visibility",""
"passed","Tue Apr 18 06:05:01 GMT 2023","Tue Apr 18 06:05:01 GMT 2023","257","Vue 3 Demo","It checks layout app","","","","Checks vue app logo visibility",""
"passed","Tue Apr 18 06:08:56 GMT 2023","Tue Apr 18 06:08:56 GMT 2023","310","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Check Vue3 App header visibility",""
"passed","Tue Apr 18 06:00:12 GMT 2023","Tue Apr 18 06:00:12 GMT 2023","266","Shared Routes 2","Check Shared-routes App 2 starts and running","","","","Check App 2 UI and buttons Home, About",""
"passed","Tue Apr 18 06:05:01 GMT 2023","Tue Apr 18 06:05:02 GMT 2023","241","Vue 3 Demo","It checks layout app","","","","Checks remote component includes remote header",""
"passed","Tue Apr 18 06:00:03 GMT 2023","Tue Apr 18 06:00:03 GMT 2023","5","Shared Context","Check App 1","","","","Check App 1 elements (header, subHeader, paragraph)",""
"passed","Tue Apr 18 05:51:47 GMT 2023","Tue Apr 18 05:51:47 GMT 2023","0","Different React Versions Typescript","Check App1","","","","Check that filled text appear in header",""
"passed","Tue Apr 18 05:51:59 GMT 2023","Tue Apr 18 05:51:59 GMT 2023","2","Dynamic Remotes","Check App 1","","","","Check App 1 elements exist on the page",""
