"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 15 05:48:18 GMT 2023","Sat Apr 15 05:48:18 GMT 2023","366","Vue 3 Demo","It checks layout app","","","","Checks remote component includes component state message",""
"passed","Sat Apr 15 05:39:11 GMT 2023","Sat Apr 15 05:39:11 GMT 2023","454","Angular Universal SSR","It checks host app","","","","Checks value input button visibility",""
"passed","Sat Apr 15 05:37:06 GMT 2023","Sat Apr 15 05:37:06 GMT 2023","1","CSS isolation","Check App 1","","","","Check App 1 built and running",""
"failed","Sat Apr 15 05:43:18 GMT 2023","Sat Apr 15 05:43:20 GMT 2023","1503","Vite React Microfrontends","It checks host app","","","","Checks both cards button is not disabled",""
"passed","Sat Apr 15 05:49:00 GMT 2023","Sat Apr 15 05:49:01 GMT 2023","466","Vite Vue Microfrontends","It checks names and symbols inside cards","","","","Checks star symbol visibility for host card",""
"passed","Sat Apr 15 05:34:49 GMT 2023","Sat Apr 15 05:34:50 GMT 2023","436","React HMR","Check remote app","","","","Check the content of the page exists",""
"passed","Sat Apr 15 05:39:09 GMT 2023","Sat Apr 15 05:39:09 GMT 2023","1","Angular Universal SSR","It checks client app","","","","Checks cities block header visibility",""
"passed","Sat Apr 15 05:44:08 GMT 2023","Sat Apr 15 05:44:08 GMT 2023","375","React NextJS -- React Host Remote","Check react-host-remote This is the Remote App hosted at localhost:8081) starts and running","","","","Check Host This is the Remote App hosted at localhost:8081) UI and Invoices, Expenses buttons",""
"passed","Sat Apr 15 05:37:06 GMT 2023","Sat Apr 15 05:37:06 GMT 2023","0","CSS isolation","Check App 1 colors","","","","Check App 1 color text",""
"passed","Sat Apr 15 05:39:19 GMT 2023","Sat Apr 15 05:39:19 GMT 2023","367","Angular Universal SSR","It checks host app","","","","Checks tab names visibility",""
"passed","Sat Apr 15 05:39:11 GMT 2023","Sat Apr 15 05:39:12 GMT 2023","433","Angular Universal SSR","It checks host app","","","","Checks value input button text",""
"passed","Sat Apr 15 05:39:27 GMT 2023","Sat Apr 15 05:39:28 GMT 2023","993","Angular Universal SSR","It checks components functionality","","","","Checks that Home component element text will be visible only if Home tab is active & text is not reverted after reload",""
"passed","Sat Apr 15 05:48:17 GMT 2023","Sat Apr 15 05:48:17 GMT 2023","349","Vue 3 Demo","It checks layout app","","","","Checks vue app logo visibility",""
"passed","Sat Apr 15 05:48:17 GMT 2023","Sat Apr 15 05:48:18 GMT 2023","264","Vue 3 Demo","It checks layout app","","","","Checks remote component includes remote header",""
