"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 22 04:57:41 GMT 2023","Sat Apr 22 04:57:49 GMT 2023","7943","","Check Product Application","","","","Check Product page",""
"passed","Sat Apr 22 04:52:42 GMT 2023","Sat Apr 22 04:52:43 GMT 2023","860","Angular 12 microfrontends","Check MDMF SHELL","","","","Check MDMF SHELL build and running (Check elements: Navigation, Header, Paragpaph)",""
"passed","Sat Apr 22 04:57:34 GMT 2023","Sat Apr 22 04:57:36 GMT 2023","2090","","Check Apps functionality","","","","Check adding two users and delete one of them (Remove form Profile)",""
"passed","Sat Apr 22 04:55:43 GMT 2023","Sat Apr 22 04:55:44 GMT 2023","865","Angular 15 microfrontends lazy components","Check Apps functionality","","","","Check fields validation",""
"passed","Sat Apr 22 04:52:43 GMT 2023","Sat Apr 22 04:52:43 GMT 2023","423","Angular 12 microfrontends","Check MDMF PROFILE","","","","Check MDMF PROFILE build and running (Check elements: Navigation, Header, Paragpaph)",""
"passed","Sat Apr 22 04:57:28 GMT 2023","Sat Apr 22 04:57:29 GMT 2023","1542","Angular 11 microfrontends SCULLY","Check MDMF PROFILE App Page","","","","Check App is build and running",""
"passed","Sat Apr 22 04:57:29 GMT 2023","Sat Apr 22 04:57:31 GMT 2023","1511","","Check Apps functionality","","","","Check added user visible on both Apps",""
"passed","Sat Apr 22 04:57:32 GMT 2023","Sat Apr 22 04:57:34 GMT 2023","1454","","Check Apps functionality","","","","Check removing user from table (Remove form Shell)",""
"passed","Sat Apr 22 04:57:36 GMT 2023","Sat Apr 22 04:57:38 GMT 2023","2375","","Check Apps functionality","","","","Check adding two users and delete one of them (Remove form Shell)",""
"passed","Sat Apr 22 04:57:39 GMT 2023","Sat Apr 22 04:57:41 GMT 2023","1710","","Check Product Application","","","","Check App build and running",""
"passed","Sat Apr 22 04:57:38 GMT 2023","Sat Apr 22 04:57:39 GMT 2023","1101","","Check Apps functionality","","","","Check fileds validation",""
"passed","Sat Apr 22 04:57:31 GMT 2023","Sat Apr 22 04:57:32 GMT 2023","1340","","Check Apps functionality","","","","Check removing user from table (Remove form Profile)",""
