"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 24 10:01:50 GMT 2023","Mon Apr 24 10:01:50 GMT 2023","0","React HMR","Check host app","","","","Check the Button navigation link works",""
"passed","Mon Apr 24 10:26:28 GMT 2023","Mon Apr 24 10:26:28 GMT 2023","464","Vite Vue Microfrontends","It checks host app","","","","Checks host app card color is set to blue",""
"passed","Mon Apr 24 10:01:50 GMT 2023","Mon Apr 24 10:01:51 GMT 2023","391","React HMR","Check remote app","","","","Check the button works",""
"passed","Mon Apr 24 10:26:32 GMT 2023","Mon Apr 24 10:26:32 GMT 2023","488","Vite Vue Microfrontends","It checks names and symbols inside cards","","","","Checks host card includes status",""
"broken","Mon Apr 24 09:40:49 GMT 2023","Mon Apr 24 09:40:49 GMT 2023","0","Bi Directional","Check Bi-Directional elements exists on the page","","","","Check App1 and App2 elements",""
"passed","Mon Apr 24 10:26:27 GMT 2023","Mon Apr 24 10:26:28 GMT 2023","452","Vite Vue Microfrontends","It checks host app","","","","Checks both cards button shares same color",""
"passed","Mon Apr 24 10:26:33 GMT 2023","Mon Apr 24 10:26:33 GMT 2023","688","Vite Vue Microfrontends","It checks names and symbols inside cards","","","","Checks remote card includes status",""
"passed","Mon Apr 24 10:10:26 GMT 2023","Mon Apr 24 10:10:26 GMT 2023","0","Server Side Render Only","Check Host Server App","","","","Check Host Server app build and running & check shared component visibility",""
"passed","Mon Apr 24 10:24:41 GMT 2023","Mon Apr 24 10:24:42 GMT 2023","1180","Vite Svelte Microfrontends","It checks host app","","","","Checks console messages",""
"passed","Mon Apr 24 10:26:23 GMT 2023","Mon Apr 24 10:26:26 GMT 2023","2772","Vite Vue Microfrontends","It checks host app","","","","Checks console greeting message",""
"passed","Mon Apr 24 10:26:32 GMT 2023","Mon Apr 24 10:26:33 GMT 2023","546","Vite Vue Microfrontends","It checks names and symbols inside cards","","","","Checks cloud symbol visibility for remote card",""
"passed","Mon Apr 24 10:10:26 GMT 2023","Mon Apr 24 10:10:26 GMT 2023","129","Server Side Render Only","Check Remote Server App","","","","Check Remote Server app build and running + check elemens exist",""
"passed","Mon Apr 24 10:10:26 GMT 2023","Mon Apr 24 10:10:27 GMT 2023","814","Server Side Render Only","Check Remote Server App","","","","Update Shared component file",""
"passed","Mon Apr 24 10:10:29 GMT 2023","Mon Apr 24 10:10:29 GMT 2023","236","Server Side Render Only","Check Remote Server App","","","","Check Remote Server app build and running & check shared component visibility",""
"passed","Mon Apr 24 10:26:27 GMT 2023","Mon Apr 24 10:26:27 GMT 2023","583","Vite Vue Microfrontends","It checks host app","","","","Checks both cards button is not disabled",""
"passed","Mon Apr 24 10:26:30 GMT 2023","Mon Apr 24 10:26:31 GMT 2023","1107","Vite Vue Microfrontends","It checks host app","","","","Checks that remote card button text includes counter which changed after click & check value reverted after reload",""
"passed","Mon Apr 24 10:26:26 GMT 2023","Mon Apr 24 10:26:27 GMT 2023","641","Vite Vue Microfrontends","It checks host app","","","","Checks both cards includes button",""
"passed","Mon Apr 24 10:10:26 GMT 2023","Mon Apr 24 10:10:26 GMT 2023","0","Server Side Render Only","Check Host Server App","","","","Check Shared component visibility in Host Server after updating & check it is not reverted after reload",""
"passed","Mon Apr 24 10:02:20 GMT 2023","Mon Apr 24 10:02:20 GMT 2023","19","React Host NextJS Remote","Check Host App UI elements","","","","Check Host App UI elements",""
"passed","Mon Apr 24 10:10:26 GMT 2023","Mon Apr 24 10:10:26 GMT 2023","2","Server Side Render Only","Check Host Server App","","","","Check Host Server app build and running + check elemens exist",""
"passed","","","","Server Side Render Only","Check Remote Server App","","","","Update Shared component file",""
"passed","Mon Apr 24 10:10:27 GMT 2023","Mon Apr 24 10:10:29 GMT 2023","1586","Server Side Render Only","Check Remote Server App","","","","Check Shared component visibility in Remote Server after updating & check it is not reverted after reload",""
"passed","Mon Apr 24 10:01:50 GMT 2023","Mon Apr 24 10:01:50 GMT 2023","1","React HMR","Check host app","","","","Check the content of the Home page exists",""
"passed","Mon Apr 24 10:26:29 GMT 2023","Mon Apr 24 10:26:30 GMT 2023","1005","Vite Vue Microfrontends","It checks host app","","","","Checks that host card button text includes counter which changed after click & check value reverted after reload",""
"passed","Mon Apr 24 10:26:28 GMT 2023","Mon Apr 24 10:26:29 GMT 2023","579","Vite Vue Microfrontends","It checks host app","","","","Checks remote app card color is set to black",""
"passed","Mon Apr 24 10:01:50 GMT 2023","Mon Apr 24 10:01:50 GMT 2023","1","React HMR","Check host app","","","","Check the Home navigation link works",""
"passed","Mon Apr 24 10:01:50 GMT 2023","Mon Apr 24 10:01:50 GMT 2023","0","React HMR","Check host app","","","","Check the Heading navigation link works",""
"passed","","","","React Host NextJS Remote","Check Host App UI elements","","","","Check Host App UI elements",""
"passed","Mon Apr 24 10:24:37 GMT 2023","Mon Apr 24 10:24:40 GMT 2023","3210","Vite Svelte Microfrontends","It checks host app","","","","Checks that remote component card appears after loading",""
"passed","Mon Apr 24 10:26:31 GMT 2023","Mon Apr 24 10:26:32 GMT 2023","538","Vite Vue Microfrontends","It checks names and symbols inside cards","","","","Checks star symbol visibility for host card",""
"passed","Mon Apr 24 10:01:50 GMT 2023","Mon Apr 24 10:01:50 GMT 2023","429","React HMR","Check remote app","","","","Check the content of the page exists",""
