"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 15 07:28:41 GMT 2023","Wed Feb 15 07:28:41 GMT 2023","775","Complete React case","Check App1","","","","Check App build and running",""
"passed","Wed Feb 15 07:42:25 GMT 2023","Wed Feb 15 07:42:26 GMT 2023","628","Vite React Simple","It checks elements visibility/functionality","","","","Checks texted links visibility & checks links is not disabled",""
"passed","Wed Feb 15 07:40:27 GMT 2023","Wed Feb 15 07:40:29 GMT 2023","1763","NextJS SSR","Check the content of Checkout page","","","","Check the main content of Checkout page",""
"passed","Wed Feb 15 07:42:56 GMT 2023","Wed Feb 15 07:42:57 GMT 2023","217","Vue 2 in Vue 3","It checks vue2-in-vue3 connection sample","","","","Checks that only 'vue3' app recognises button as remote component",""
"passed","Wed Feb 15 07:40:08 GMT 2023","Wed Feb 15 07:40:11 GMT 2023","2886","NextJS SSR","Check links on Shop page","","","","Check that GitHub text includes link and is not disabled",""
"passed","Wed Feb 15 07:40:20 GMT 2023","Wed Feb 15 07:40:25 GMT 2023","5107","NextJS SSR","Check links on Shop page","","","","Check that Checkout text navigation link works",""
"passed","Wed Feb 15 07:28:55 GMT 2023","Wed Feb 15 07:28:55 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Routing elements",""
"passed","Wed Feb 15 07:30:53 GMT 2023","Wed Feb 15 07:30:54 GMT 2023","1528","","Check Apps functionality","","","","Check removing user from table (Remove form Shell)",""
"passed","Wed Feb 15 07:30:47 GMT 2023","Wed Feb 15 07:30:49 GMT 2023","2015","Angular 14 React","Check Angular-React Application","","","","Check App build and running",""
"passed","Wed Feb 15 07:29:18 GMT 2023","Wed Feb 15 07:29:18 GMT 2023","1","CSS isolation","Check App 1","","","","Check App 1 built and running",""
"passed","Wed Feb 15 07:36:48 GMT 2023","Wed Feb 15 07:36:49 GMT 2023","1075","React Nested Routers","React Nested Routers","Host app","","","should allow to navigate between pages and mount/unmount remotes",""
"passed","Wed Feb 15 07:36:46 GMT 2023","Wed Feb 15 07:36:46 GMT 2023","1","React Nested Routers","App1 remote","page2","","","should be rendered when loaded on its relative path",""
"skipped","Wed Feb 15 07:36:14 GMT 2023","Wed Feb 15 07:36:14 GMT 2023","0","","It checks elements visibility","","","","Checks Get started message includes texted link",""
"passed","Wed Feb 15 07:39:28 GMT 2023","Wed Feb 15 07:39:31 GMT 2023","2778","NextJS SSR","Check links on Home page","","","","Check that Examples → text includes link and is not disabled",""
"passed","Wed Feb 15 07:28:43 GMT 2023","Wed Feb 15 07:28:44 GMT 2023","504","Different React Versions","Check App2","","","","Check App build and running",""
"passed","Wed Feb 15 07:45:47 GMT 2023","Wed Feb 15 07:45:47 GMT 2023","1","Startup Code","It checks startup-code apps","","","","Check App 1 app name visibility",""
"passed","Wed Feb 15 07:40:51 GMT 2023","Wed Feb 15 07:40:52 GMT 2023","1678","Shared Store Cross Framework","It checks shared store cross framework app","","","","Checks increase/decrease actions by React buttons + check counter can have negative value",""
"passed","Wed Feb 15 07:41:11 GMT 2023","Wed Feb 15 07:41:11 GMT 2023","2","Typescript Monorepo","It checks typescript-monorepo app","","","","Checks apps package json includes yarn workspaces",""
"passed","Wed Feb 15 07:40:58 GMT 2023","Wed Feb 15 07:40:59 GMT 2023","267","Typescript Project Reference","It checks typescript-project-references apps","","","","Check App 2 app name visibility",""
"passed","Wed Feb 15 07:36:46 GMT 2023","Wed Feb 15 07:36:46 GMT 2023","0","React Nested Routers","App1 remote","page2","","","should contain a link allowing to navigate to page1",""
"passed","Wed Feb 15 07:40:02 GMT 2023","Wed Feb 15 07:40:05 GMT 2023","2890","NextJS SSR","Check links on Shop page","","","","Check that Checkout text includes link and is not disabled",""
"passed","Wed Feb 15 07:28:41 GMT 2023","Wed Feb 15 07:28:42 GMT 2023","322","Complete React case","Check App1","","","","Check App buttons",""
"passed","Wed Feb 15 07:30:51 GMT 2023","Wed Feb 15 07:30:51 GMT 2023","713","Angular 15 microfrontends lazy components","Check Apps functionality","","","","Check fields validation",""
"passed","Wed Feb 15 07:28:42 GMT 2023","Wed Feb 15 07:28:42 GMT 2023","725","Complete React case","Check App1","","","","Check App Dialog popup",""
"passed","Wed Feb 15 07:34:59 GMT 2023","Wed Feb 15 07:34:59 GMT 2023","259","Dynamic System Host","Check App 3","","","","Check buttons in App 3 exist",""
